pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=11=13,,"Stericker, Jean",,Joseph,,Douvres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0007375N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111681,"51,133,333","1,3",Douvres,11,1787-11-13,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=01,,"Wood, William",,Liberté,,Rye,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000612N,12,Lisbonne [mais: Angleterre],A0384561,britannique,111242,"50,952,079","733,995",Rye,9,1787-09-01,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=13,,"Kenney, Thomas",,Meme,,Deal,,,80,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002853N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111119,"51,216,667","1,4",Deal,8,1787-08-13,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),71,71
1787=12=11,,"Brown, Jonathan",,Brillan,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016664N,80,Hull,A0389327,britannique,111844,"53,716,667","-333,333",Hull,12,1787-12-11,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=07=19,,"Stemons, Richard",,Rose,,Portsmouth,,,60,,,2000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003984N,12,Lisbonne [mais: Angleterre],A0385489,britannique,110962,"50,766,667","-1,083,333",Portsmouth,7,1787-07-19,POINT (-1.083333 50.766667),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),771,771
1787=10=27,,"Smith, John",,Nimble,,Cowes,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016228N,12,Lisbonne [mais: Angleterre],A0401605,britannique,111606,"50,766,667","-1,3",Cowes,10,1787-10-27,POINT (-1.3 50.766667),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=22,,"Hewitt, Thomas",,Lègenrich,,Cowes,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0016266N,12,Lisbonne [mais: Angleterre],A0401605,britannique,111410,"50,766,667","-1,3",Cowes,9,1787-09-22,POINT (-1.3 50.766667),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=28,,"Smith, Jonathan",,Pitzy,,Southend,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009601N,12,Lisbonne [mais: Angleterre],A0391400,britannique,111762,"51,533,333","0,7",Southend,11,1787-11-28,POINT (0.7 51.533333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=12,,"Harnell, Richard",,Dolly,,Douvres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000783N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111328,"51,133,333","1,3",Douvres,9,1787-09-12,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=12=17,,"How, John",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,111892,"51,516,667","-0,1",Londres,12,1787-12-17,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),0,0
1787=09=07,,"Rogers, John",,Aventure,,Douvres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000821N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111280,"51,133,333","1,3",Douvres,9,1787-09-07,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=30,,"Stericker, Jean",,Joseph,,Douvres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0007375N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111228,"51,133,333","1,3",Douvres,8,1787-08-30,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=29,,"Panell, Henry","Pascal, Henry",Argus,,Douvres,,,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000731N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111218,"51,133,333","1,3",Douvres,8,1787-08-29,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),71,71
1787=08=25,,"Waller, Thomas",,Amitié,,Douvres,,,400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000704N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111200,"51,133,333","1,3",Douvres,8,1787-08-25,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),354,354
1787=08=13,,"Brookman, David","Brokman, David (spelling?)",Mouche,,Douvres,,8 ballots mousselines,,,,,,,,,,,,,,,,,,,,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003904N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111120,"51,133,333","1,3",Douvres,8,1787-08-13,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=13,,"Middleton, John",,Hirondelle,,Douvres,,,40,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000061N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111114,"51,133,333","1,3",Douvres,8,1787-08-13,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),106,106
1787=08=06,,"Paschall, Henri","Pascal, Henry",Hagus,,Douvres,,,140,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003086N,12,Lisbonne [mais: Angleterre],A0382747,britannique,111077,"51,133,333","1,3",Douvres,8,1787-08-06,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),142,142
1787=11=19,,"Nesh, Elie",,Bonne Intention,,Rye,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,111709,"50,952,079","733,995",Rye,11,1787-11-19,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=12=11,,"Wood, William",,Liberté,,Rye,,,,,520,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000612N,12,Lisbonne [mais: Angleterre],A0384561,britannique,111849,"50,952,079","733,995",Rye,12,1787-12-11,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1387,1387
1787=08=30,,"Nash, Elie",,Bonne Intention,,Rye,,,1200,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,111226,"50,952,079","733,995",Rye,8,1787-08-30,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1180,1180
1787=06=20,,"Nash, Elie",,Bonne Intention,,Rye,,,,,40,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110805,"50,952,079","733,995",Rye,6,1787-06-20,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=06=09,,"Nash, Elie",,Bonne Intention,,Rey,Rye,Q tabac incertain (page folded),20,,60,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110748,"50,952,079","733,995",Rye,6,1787-06-09,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1487,1487
1787=04=07,,"Green, Thomas",,Bonne Intention,,Rye,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110387,"50,952,079","733,995",Rye,4,1787-04-07,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=03=19,,"Chanler, Richard","Chandler, Richard",Deux Frères,,Rey,,,,,,1500,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002013N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110195,"50,952,079","733,995",Rye,3,1787-03-19,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),540,540
1787=02=15,,"Nash, Elie",,Bonne Intention,,Rye,,doute sur unité mesure Cambray,2400,2200,20,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,109982,"50,952,079","733,995",Rye,2,1787-02-15,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3447,3447
1787=01=13,,"Charvell, Richard","Charval, Richard (spelling?)",Effort,,Rye,,,,280,720,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002117N,12,Lisbonne [mais: Angleterre],A0384561,britannique,109790,"50,952,079","733,995",Rye,1,1787-01-13,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2030,2030
1787=06=23,,"Cornby, Samuel",,Marchand de Norwich,,Yarmouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003522N,130,Ostende,A0388692,britannique,110818,"50,7","-1,5",Yarmouth,6,1787-06-23,POINT (-1.5 50.7),Hampshire,Angleterre,Grande-Bretagne,A0049808,Ostende,Ostend,"51,216,667","2,916,667",Pays-Bas autrichiens,Autriche,Etats de l'Empereur,Etranger,POINT (2.916667 51.216667),0,0
1787=01=26,,"Brooker, William",,Happy Return,Heureux retour,Yarmouth,,,40,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001103N,12,Lisbonne [mais: Angleterre],A0388692,britannique,109858,"50,7","-1,5",Yarmouth,1,1787-01-26,POINT (-1.5 50.7),Hampshire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=10=30,,"Warren, Thomas",,Actif,,Yarmouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001283N,45,Yarmouth,A0388692,britannique,111620,"50,7","-1,5",Yarmouth,10,1787-10-30,POINT (-1.5 50.7),Hampshire,Angleterre,Grande-Bretagne,A0388692,Yarmouth,Yarmouth,"50,7","-1,5",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.5 50.7),0,0
1787=08=29,,"Dunn, George",,Actif,,Yarmouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001283N,45,Yarmouth,A0388692,britannique,111222,"50,7","-1,5",Yarmouth,8,1787-08-29,POINT (-1.5 50.7),Hampshire,Angleterre,Grande-Bretagne,A0388692,Yarmouth,Yarmouth,"50,7","-1,5",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.5 50.7),0,0
1787=06=30,,"Appleton, Jean",,Sommersett,,Reculver,,,1400,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001282N,12,Lisbonne [mais: Angleterre],A0391370,britannique,110847,"51,366,667","1,2",Reculvers,6,1787-06-30,POINT (1.2 51.366667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1216,1216
1787=03=29,1787=03=28,"Appleton, John",,Sommersett,,Reculver,,,1000,800,,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001282N,12,Lisbonne [mais: Angleterre],A0391370,britannique,110278,"51,366,667","1,2",Reculvers,3,1787-03-29,POINT (1.2 51.366667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1473,1473
1787=02=27,,"Appleton, John",,Sommersett,,Reculver,,,1020,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001282N,12,Lisbonne [mais: Angleterre],A0391370,britannique,110058,"51,366,667","1,2",Reculvers,2,1787-02-27,POINT (1.2 51.366667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),673,673
1787=07=27,,"Clayson, Edward",,Meme,,Deal,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002853N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111018,"51,216,667","1,4",Deal,7,1787-07-27,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),24,24
1787=04=04,,"Pritchard, Thomas",,Tigre,,Deal,,,420,1160,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000468N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110343,"51,216,667","1,4",Deal,4,1787-04-04,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),984,984
1787=09=20,,"Clarenball, James",,Meme,,Deal,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002853N,12,Deal,A0386686,britannique,111394,"51,216,667","1,4",Deal,9,1787-09-20,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0386686,Deal,Deal,"51,216,667","1,4",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.4 51.216667),0,0
1787=12=21,,"West, John",,Same,Meme,Deal,,,1540,600,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002853N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111927,"51,216,667","1,4",Deal,12,1787-12-21,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1499,1499
1787=01=03,,"Gardner, Edward",,Bonne Intention,,Deal,,,3520,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109739,"51,216,667","1,4",Deal,1,1787-01-03,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2219,2219
1787=12=12,1787=12=13,"Brockman, William",,Bonne Intention,,Deal,,,1000,800,600,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111864,"51,216,667","1,4",Deal,12,1787-12-12,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1597,1597
1787=12=11,,"Kerrish, John",,Tar,,Deal,,,840,1400,200,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000615N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111850,"51,216,667","1,4",Deal,12,1787-12-11,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1620,1620
1787=12=10,,"Kirkaldie, John",,Bonne Intention,,Deal,,,1460,340,520,3000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111833,"51,216,667","1,4",Deal,12,1787-12-10,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2704,2704
1787=11=30,,"Barlow, John",,Fanny,,Deal,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002782N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111770,"51,216,667","1,4",Deal,11,1787-11-30,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=27,,"Parsons, Bernard",,Bonne Intention,,Deal,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111756,"51,216,667","1,4",Deal,11,1787-11-27,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=24,,"Kirkaldie, John",,Bonne Intention de Deal,,Deal,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111744,"51,216,667","1,4",Deal,11,1787-11-24,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=11=20,,"Randall, Richard",,Hawk,,Avin [Deal],,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002233N,12,Göteborg [mais: Angleterre],A0386686,britannique,111721,"51,216,667","1,4",Deal,11,1787-11-20,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=10=31,,"Thompson, Jean",,Bonne Intention,,Deal,,,320,400,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111627,"51,216,667","1,4",Deal,10,1787-10-31,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),578,578
1787=10=27,,"Pearsons, George","Parson, George (spelling?)",Bonne Intention,,Deal,,,400,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009856N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111604,"51,216,667","1,4",Deal,10,1787-10-27,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),708,708
1787=10=19,,"Jarnes, Edward","Jarvis, Edward",Gillet Rouge,,Deal,,,1400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000537N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111578,"51,216,667","1,4",Deal,10,1787-10-19,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1062,1062
1787=10=19,,"Selth, Richard",,Meme,,Deal,,,1600,400,,2000,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002853N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111575,"51,216,667","1,4",Deal,10,1787-10-19,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1900,1900
